BusinessRegion,,Department,RetailNetwork,Level3,ЯК,Рейтинг ЯК,количество,2 ГИС,Рейтинг 2ГИС,количество,Гугл карты,Рейтинг ГК,,,,Рейтинг ЯК (свежий),оценки ЯК (свежий),отзывы ЯК (свежий),Рейтинг 2ГИС (свежий),оценки 2ГИС (свежий),отзывы 2ГИС (свежий)
Надым,Чураева К,Надым-01 проспект Ленинградский 10,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqmfT6j,"4,4",200,https://2gis.ru/nadym/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%BD%D0%B0%D0%B4%D1%8B%D0%BC/firm/70000001051504869/72.536564%2C65.528605/tab/reviews?m=72.536564%2C65.528605%2F17.04,"4,5",41,https://maps.app.goo.gl/bCWtVApRw9uY3NHC7,,,,,,,,"4,4",7,7
Надым,Чураева К,Надым-02 Игоря Шаповалова 8/1,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLbzfA5z,,,https://go.2gis.com/E3u9n,"4,8",14,,,,,,"4,1",9,6,"4,8",14,14
Надым,Чураева К,Надым-02 Игоря Шаповалова 8/1,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/235888602611/?ll=72.531386%2C65.536743&z=16,,,https://2gis.ru/nadym/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%9D%D0%B0%D0%B4%D1%8B%D0%BC/firm/70000001059807148/72.531141%2C65.536812?m=72.531141%2C65.536812%2F17.13,5,1,,,,,,"4,1",9,6,"4,8",14,14
Надым,Чураева К,Надым-02 Игоря Шаповалова 8/1,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqmfOPL,"4,6",43,https://2gis.ru/nadym/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%9D%D0%B0%D0%B4%D1%8B%D0%BC%20%D0%A8%D0%B0%D0%BF%D0%B0%D0%B2%D0%B0%D0%BB%D0%BE%D0%B2%D0%B0/firm/70000001035787108/72.531141%2C65.536812/tab/reviews?m=72.531184%2C65.536797%2F17.02,"4,6",71,https://maps.app.goo.gl/owDoyemdkcddb4cFA,,,,,"4,1",9,6,"4,8",14,14
Находка,Чураева К,Находка-01 пр. Находкинский 102,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/217117533365/?ll=132.855440%2C42.784263&z=16,,,https://go.2gis.com/dLfnr,5,2,,,,,,4,10,5,"3,8",42,37
Находка,Чураева К,Находка-01 пр. Находкинский 102,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLbzfQZU,,,https://go.2gis.com/k4ev4,"4,3",35,,,,,,4,10,5,"3,8",42,37
Находка,Чураева К,Находка-01 пр. Находкинский 102,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/235888602611/?ll=72.531386%2C65.536743&z=16,,,https://go.2gis.com/eVzUe,"3,8",37,,,,,,4,10,5,"3,8",42,37
Находка,Чураева К,Находка-01 пр. Находкинский 102,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqqIBIl,"4,4",206,https://go.2gis.com/Xv8CE,"3,8",473,https://maps.app.goo.gl/SZ5xkibqEsuyAJ658,,,,,4,10,5,"3,8",42,37
Находка,Чураева К,Находка-03 Малиновского 21а,SPOKE Россия,Попова Светлана РД,https://yandex.ru/profile/25439344957,,,https://go.2gis.com/huGQ3,"4,7",17,,,,,,"4,7",44,35,"3,9",619,582
Находка,Чураева К,Находка-03 Малиновского 21а,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLbzfFMB,,,https://go.2gis.com/OWw0B,"4,4",152,,,,,,"4,7",44,35,"3,9",619,582
Находка,Чураева К,Находка-03 Малиновского 21а,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/146292335286/?ll=132.900456%2C42.833955&z=16,,,https://go.2gis.com/rjPf8,"4,6",57,,,,,,"4,7",44,35,"3,9",619,582
Находка,Чураева К,Находка-03 Малиновского 21а,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqqIRoY,"4,7",32,https://go.2gis.com/XFLu1,"3,9",579,https://maps.app.goo.gl/8uwEYAg4cQA72NdT8,,,,,"4,7",44,35,"3,9",619,582
Нефтеюганск,Юнусов В,Нефтеюганск-01 мкр 16а 62,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/52754001022/?ll=72.621236%2C61.078689&z=16,,,https://go.2gis.com/0fJOr,"4,8",21,,,,,,"4,1",4,4,"4,7",87,86
Нефтеюганск,Юнусов В,Нефтеюганск-01 мкр 16а 62,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLbzfRow,,,https://go.2gis.com/dt8na,"4,7",63,,,,,,"4,1",4,4,"4,7",87,86
Нефтеюганск,Юнусов В,Нефтеюганск-01 мкр 16а 62,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/164259636505/?ll=72.621236%2C61.078689&z=16,,,https://go.2gis.com/UUbrj,"4,7",86,,,,,,"4,1",4,4,"4,7",87,86
Нефтеюганск,Юнусов В,Нефтеюганск-01 мкр 16а 62,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqqILOH,"4,1",170,https://go.2gis.com/vmqLD,"4,4",341,https://maps.app.goo.gl/2Bj18aerMzw7prW18,,,,,"4,1",4,4,"4,7",87,86
Нефтеюганск,Юнусов В,Нефтеюганск-02 Ленина 33,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/73642696138/?ll=72.608741%2C61.089513&z=16,,,https://2gis.ru/nefteyugansk/search/SPOKE%20%D0%9D%D0%B5%D1%84%D1%82%D0%B5%D1%8E%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%20%D0%BB%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0%2033/firm/70000001114222763/72.606751%2C61.088835?m=72.607809%2C61.08924%2F17.26,-0,-0,,,,,,"4,3",128,82,"4,4",258,245
Нефтеюганск,Юнусов В,Нефтеюганск-02 Ленина 33,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLbzfCMe,,,-0,,,https://maps.app.goo.gl/Yv5JHumUD2gULR1p8,,,,,"4,3",128,82,"4,4",258,245
Нефтеюганск,Юнусов В,Нефтеюганск-02 Ленина 33,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/105973793824/?ll=72.608741%2C61.089513&z=16,,,,,0,,,,,,"4,3",128,82,"4,4",258,245
Нефтеюганск,Юнусов В,Нефтеюганск-02 Ленина 33,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqqITZe,"4,3",82,https://go.2gis.com/j1i49,"4,4",243,https://maps.app.goo.gl/9PTcj6RjEcfi2ffz7,,,,,"4,3",128,82,"4,4",258,245
Нижневартовск,Чураева К,Нижневартовск-04 Профсоюзная 2,Галерея Суши Россия,Белик Радмила РД,https://yandex.by/maps/-/CLbzfS6m,,,https://go.2gis.com/GmcNz,"3,7",1412,https://maps.app.goo.gl/3AtnxXF3qRCAYhnC9,,,,,"4,1",15,11,"3,4",,128
Нижневартовск,Юнусов В,Нижневартовск-04 Профсоюзная 2,Мир Суши Россия,Белик Радмила РД,https://yandex.ru/maps/org/mir_sushi/43670721964/?ll=76.619170%2C60.938401&z=16,,,https://go.2gis.com/RWDRM,"3,4",128,,,,,,"4,1",15,11,"3,4",,128
Нижневартовск,Юнусов В,Нижневартовск-05 Дзержинского 9/1,SPOKE Россия,Белик Радмила РД,https://yandex.ru/profile/64125832715,,,https://go.2gis.com/bv3Af,5,1,,,,,,"4,5",322,227,"3,9",1057,984
Нижневартовск,Юнусов В,Нижневартовск-05 Дзержинского 9/1,Суши Мастер Россия,Белик Радмила РД,https://yandex.ru/maps/-/CLqqMBoN,"4,5",223,https://go.2gis.com/uqiiM,"3,8",976,https://maps.app.goo.gl/9HkDxq6UKQu4MoWG6,,,,,"4,5",322,227,"3,9",1057,984
Нижневартовск,Юнусов В,Нижневартовск-06 Мира 93,SPOKE Россия,Белик Радмила РД,https://yandex.ru/profile/230481831163,,,https://go.2gis.com/1mMJs,5,1,,,,,,"4,5",224,141,4,828,750
Нижневартовск,Юнусов В,Нижневартовск-06 Мира 93,Суши Мастер Россия,Белик Радмила РД,https://yandex.ru/maps/-/CLqqMJ3w,"4,5",139,https://go.2gis.com/mslKR,"3,9",742,https://maps.app.goo.gl/8bmgSLJRJUqHDiMPA,,,,,"4,5",224,141,4,828,750
Нижнекамск,Молодцов А,Нижнекамск-02 Гагарина 24,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/181234551123/?ll=51.847210%2C55.647925&z=16,,,https://2gis.ru/nizhnekamsk/search/%D1%81%D0%BF%D0%BE%D0%BA%D0%B5%20%D0%BD%D0%B5%D0%B6%D0%BD%D0%B5%D0%BA%D0%B0%D0%BC%D1%81%D0%BA%20%D0%B3%D0%B0%D0%B3%D0%B0%D1%80%D0%B8%D0%BD%D0%B0/firm/70000001082331937/51.847341%2C55.648172?m=51.847367%2C55.64816%2F17.48,"3,6",2,,,,,,,,,"3,6",3,2
Нижнекамск,Молодцов А,Нижнекамск-02 Гагарина 24,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4iK7J,,,https://go.2gis.com/OJSHa,"4,5",61,,-0,,,,,,,"3,6",3,2
Нижнекамск,Молодцов А,Нижнекамск-02 Гагарина 24,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/241880362137/?ll=51.847210%2C55.647925&z=16,,,https://go.2gis.com/YnDiR,"4,3",57,,,,,,,,,"3,6",3,2
Нижнекамск,Молодцов А,Нижнекамск-02 Гагарина 24,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqqQB6I,"4,3",308,https://go.2gis.com/MkVR4,4,355,https://maps.app.goo.gl/onfGFWkfiQKRaxkS8,,,,,,,,"3,6",3,2
Нижний Новгород,Молодцов А,Нижний Новгород-01 Кораблестроителей 3,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/24154323972,,,https://go.2gis.com/dCnoj,-0,-0,,,,,,"4,1",66,52,,,0
Нижний Новгород,Молодцов А,Нижний Новгород-01 Кораблестроителей 3,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4mIJy,,,https://go.2gis.com/krfHh,"3,9",29,,,,,,"4,1",66,52,"4,5",36,33
Нижний Новгород,Молодцов А,Нижний Новгород-01 Кораблестроителей 3,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/6682019942/?ll=43.822748%2C56.365703&z=16,,,https://go.2gis.com/9gxDO,"4,5",40,,,,,,"4,1",66,52,"4,5",36,33
Нижний Новгород,Молодцов А,Нижний Новгород-01 Кораблестроителей 3,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CTat5-7Q,"4,4",110,https://go.2gis.com/QucPG,"4,3",204,https://maps.app.goo.gl/eTjS1YeQRXhjjGC4A,,,,,"4,1",66,52,"4,5",36,33
Нижний Новгород,Молодцов А,Нижний Новгород-03 Комсомольская 9,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/85392662812/?ll=43.863226%2C56.251977&z=16,,,https://go.2gis.com/UbtsZ,-0,-0,,,,,,"4,4",416,323,,,0
Нижний Новгород,Молодцов А,Нижний Новгород-03 Комсомольская 9,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4qAmD,,,https://go.2gis.com/Npamt,"4,4",74,,-0,,,,"4,4",416,323,"3,8",333,302
Нижний Новгород,Молодцов А,Нижний Новгород-03 Комсомольская 9,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/60033185098/?ll=43.863226%2C56.251977&z=16,,,https://go.2gis.com/5SrhK,"4,4",58,,,,,,"4,4",416,323,"3,8",333,302
Нижний Новгород,Молодцов А,Нижний Новгород-03 Комсомольская 9,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CTatYNKZ,"4,4",319,https://go.2gis.com/C315C,"3,8",300,https://maps.app.goo.gl/87ebcB8LC8TrSUcM8,,,,,"4,4",416,323,"3,8",333,302
Новокузнецк,Юнусов В,Новокузнецк-03 Ленина 35,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/82424293683/,,,https://go.2gis.com/Xo9Xn,5,1,,,,,,"4,8",385,243,"4,4",556,521
Новокузнецк,Юнусов В,Новокузнецк-03 Ленина 35,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLbzjFZu,,,https://go.2gis.com/0UppH,"4,8",32,https://maps.app.goo.gl/72CgcVPyky3bvB2CA,,,,,"4,8",385,243,"4,4",556,521
Новокузнецк,Юнусов В,Новокузнецк-03 Ленина 35,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/101372899379/?ll=87.196815%2C53.773829&z=16,,,https://go.2gis.com/lexJz,"4,5",49,,,,,,"4,8",385,243,"4,4",556,521
Новокузнецк,Юнусов В,Новокузнецк-03 Ленина 35,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqqYN4p,"4,8",237,https://go.2gis.com/0IHXB,"4,4",514,https://maps.app.goo.gl/pTmQVyhds8MG4jWt6,,,,,"4,8",385,243,"4,4",556,521
Новокузнецк,Юнусов В,Новокузнецк-04 Тореза 10,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/2537761376/?ll=87.175669%2C53.835085&z=16,,,https://go.2gis.com/8yAIH,5,1,,,,,,"4,1",47,39,"4,2",51,49
Новокузнецк,Юнусов В,Новокузнецк-04 Тореза 10,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLbzzHy5,,,https://go.2gis.com/pL7JS,"4,4",43,,,,,,"4,1",47,39,"4,2",51,49
Новокузнецк,Юнусов В,Новокузнецк-04 Тореза 10,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/31869204817/?ll=87.175669%2C53.835085&z=16,,,https://go.2gis.com/ysazX,"4,2",49,,,,,,"4,1",47,39,"4,2",51,49
Новокузнецк,Юнусов В,Новокузнецк-04 Тореза 10,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/sushi_master/143509339541/,"4,7",298,https://go.2gis.com/6RSaS,4,1069,https://maps.app.goo.gl/RwNkEPvoM1eNZAhF9,,,,,"4,1",47,39,"4,2",51,49
Новокузнецк,Юнусов В,Новокузнецк-06 Кирова 21,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/22358347180/?ll=87.119227%2C53.757931&z=16,,,https://go.2gis.com/EAuVo,"4,8",15,,,,,,"3,9",23,16,4,78,77
Новокузнецк,Юнусов В,Новокузнецк-06 Кирова 21,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLbzz-6t,,,https://go.2gis.com/zemI6,"4,5",46,,,,,,"3,9",23,16,4,78,77
Новокузнецк,Юнусов В,Новокузнецк-06 Кирова 21,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/77825083836/?ll=87.119227%2C53.757931&z=16,,,https://go.2gis.com/8GBLc,4,77,,,,,,"3,9",23,16,4,78,77
Новокузнецк,Юнусов В,Новокузнецк-06 Кирова 21,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqqYF9c,"4,4",623,https://go.2gis.com/LifcP,"3,9",1219,https://maps.app.goo.gl/RBPHvtqfqh4wZo8UA,,,,,"3,9",23,16,4,78,77
Новокузнецк,Юнусов В,Новокузнецк-07 Разведчиков 52,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/165653246384,,,https://go.2gis.com/LUTAZ,5,1,,,,,,,,,"4,9",19,18
Новокузнецк,Юнусов В,Новокузнецк-07 Разведчиков 52,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLbz7Q5~,,,https://go.2gis.com/7x9cz,"4,9",31,https://maps.app.goo.gl/h9yKVCM5cCxn1f4Z9,-0,,,,,,,"4,9",19,18
Новокузнецк,Юнусов В,Новокузнецк-07 Разведчиков 52,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/76500282024/,,,https://go.2gis.com/8jWlc,"4,6",31,,,,,,,,,"4,9",19,18
Новокузнецк,Юнусов В,Новокузнецк-07 Разведчиков 52,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqqY08R,"4,5",197,https://go.2gis.com/KUeCC,"3,9",1219,https://maps.app.goo.gl/Ny7N6JSuQLE29rnV8,,,,,,,,"4,9",19,18
Новокузнецк,Юнусов В,Новокузнецк-08 Новоселов 23А,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/111627852024,,,https://go.2gis.com/BRlTH,5,1,,,,,,"4,1",4,4,"4,7",28,28
Новокузнецк,Юнусов В,Новокузнецк-08 Новоселов 23А,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLbz78oz,,,https://go.2gis.com/pdcGz,"4,5",82,,,,,,"4,1",4,4,"4,7",28,28
Новокузнецк,Юнусов В,Новокузнецк-08 Новоселов 23А,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/33950897596/?ll=87.123395%2C53.895159&z=16,,,https://go.2gis.com/7rm7g,"4,8",28,,,,,,"4,1",4,4,"4,7",28,28
Новокузнецк,Юнусов В,Новокузнецк-08 Новоселов 23А,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqqYDyF,"4,4",210,https://go.2gis.com/Ht0E4,"3,9",1219,https://maps.app.goo.gl/GBKezhKE4nVs7A4y6,,,,,"4,1",4,4,"4,7",28,28
Новороссийск,,Новороссийск-01 Бориса Пупко 1,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/99740398545/,"4,6",622,https://go.2gis.com/E02m1,"4,4",475,https://maps.app.goo.gl/E1hcbqPph7nPokqz9,"4,1",,,,"4,6",810,624,"4,4",512,473
